zip,zip3,acquisition_status,adjudicated,pending,terminal,boundary_placement,placed_by_polygon,legacy_membership,confirmed_legacy,over_inclusion_removed,under_inclusion_added
01843,018,ACQUISITION_UNBLOCKED,45,0,0,COMPLETE,10,45,10,35,0
01844,018,ACQUISITION_UNBLOCKED,43,0,0,COMPLETE,17,43,17,26,0
01845,018,ACQUISITION_UNBLOCKED,29,0,0,COMPLETE,8,29,8,21,0
01850,018,ACQUISITION_UNBLOCKED,39,0,0,COMPLETE,5,39,5,34,0
01851,018,ACQUISITION_UNBLOCKED,51,0,0,COMPLETE,10,51,10,41,0
01852,018,ACQUISITION_UNBLOCKED,48,0,0,COMPLETE,20,48,20,28,0
01853,018,ACQUISITION_UNBLOCKED,49,0,0,COMPLETE,0,49,0,49,0
01854,018,ACQUISITION_UNBLOCKED,44,0,0,COMPLETE,11,44,11,33,0
01860,018,ACQUISITION_UNBLOCKED,8,0,0,COMPLETE,5,8,5,3,0
01862,018,ACQUISITION_UNBLOCKED,32,0,0,COMPLETE,7,32,7,25,0
01863,018,ACQUISITION_UNBLOCKED,29,0,0,COMPLETE,6,29,6,23,0
01864,018,ACQUISITION_UNBLOCKED,13,0,0,COMPLETE,5,13,5,8,0
01865,018,ACQUISITION_UNBLOCKED,19,0,0,COMPLETE,0,19,0,19,0
01866,018,ACQUISITION_UNBLOCKED,33,0,0,COMPLETE,0,33,0,33,0
01867,018,ACQUISITION_UNBLOCKED,45,0,0,COMPLETE,20,45,20,25,0
01876,018,ACQUISITION_UNBLOCKED,28,0,0,COMPLETE,22,28,22,6,0
01879,018,ACQUISITION_UNBLOCKED,14,0,0,COMPLETE,9,14,9,5,0
01880,018,ACQUISITION_UNBLOCKED,49,0,0,COMPLETE,18,49,18,31,0
01885,018,ACQUISITION_UNBLOCKED,7,0,0,COMPLETE,0,7,0,7,0
01886,018,ACQUISITION_UNBLOCKED,19,0,0,COMPLETE,17,19,16,3,1
01887,018,ACQUISITION_UNBLOCKED,30,0,0,COMPLETE,21,30,21,9,0
01888,018,ACQUISITION_UNBLOCKED,49,0,0,COMPLETE,0,49,0,49,0
01889,018,ACQUISITION_UNBLOCKED,23,0,0,COMPLETE,0,23,0,23,0
01890,018,ACQUISITION_UNBLOCKED,41,0,0,COMPLETE,7,41,7,34,0
01899,018,ACQUISITION_UNBLOCKED,24,0,0,COMPLETE,0,24,0,24,0
01901,019,ACQUISITION_UNBLOCKED,26,0,0,COMPLETE,1,26,1,25,0
01902,019,ACQUISITION_UNBLOCKED,27,0,0,COMPLETE,6,27,6,21,0
01903,019,ACQUISITION_UNBLOCKED,26,0,0,COMPLETE,0,26,0,26,0
01904,019,ACQUISITION_UNBLOCKED,45,0,0,COMPLETE,7,45,7,38,0
01905,019,ACQUISITION_UNBLOCKED,32,0,0,COMPLETE,10,32,10,22,0
01906,019,ACQUISITION_UNBLOCKED,34,0,0,COMPLETE,14,34,14,20,0
01907,019,ACQUISITION_UNBLOCKED,21,0,0,COMPLETE,1,21,1,20,0
01908,019,ACQUISITION_UNBLOCKED,13,0,0,COMPLETE,1,13,1,12,0
01910,019,ACQUISITION_UNBLOCKED,34,0,0,COMPLETE,0,34,0,34,0
01913,019,ACQUISITION_UNBLOCKED,16,0,0,COMPLETE,12,16,12,4,0
01915,019,ACQUISITION_UNBLOCKED,34,0,0,COMPLETE,13,34,13,21,0
01921,019,ACQUISITION_UNBLOCKED,8,0,0,COMPLETE,7,8,7,1,0
01922,019,ACQUISITION_UNBLOCKED,8,0,0,COMPLETE,5,8,5,3,0
01923,019,ACQUISITION_UNBLOCKED,44,0,0,COMPLETE,20,44,20,24,0
01929,019,ACQUISITION_UNBLOCKED,7,0,0,COMPLETE,5,7,5,2,0
01930,019,ACQUISITION_UNBLOCKED,9,0,0,COMPLETE,9,10,9,1,0
01931,019,ACQUISITION_UNBLOCKED,9,0,0,COMPLETE,0,9,0,9,0
01936,019,ACQUISITION_UNBLOCKED,11,0,0,COMPLETE,0,11,0,11,0
01937,019,ACQUISITION_UNBLOCKED,26,0,0,COMPLETE,0,26,0,26,0
01938,019,ACQUISITION_UNBLOCKED,9,0,0,COMPLETE,9,10,9,1,0
01940,019,ACQUISITION_UNBLOCKED,34,0,0,COMPLETE,17,34,17,17,0
01944,019,ACQUISITION_UNBLOCKED,6,0,0,COMPLETE,4,6,4,2,0
01945,019,ACQUISITION_UNBLOCKED,27,0,0,COMPLETE,3,27,3,24,0
01949,019,ACQUISITION_UNBLOCKED,15,0,0,COMPLETE,7,15,7,8,0
01950,019,ACQUISITION_UNBLOCKED,20,0,0,COMPLETE,7,20,7,13,0
01951,019,ACQUISITION_UNBLOCKED,4,0,0,COMPLETE,3,5,3,2,0
01952,019,ACQUISITION_UNBLOCKED,15,0,0,COMPLETE,8,15,8,7,0
01960,019,ACQUISITION_UNBLOCKED,46,0,0,COMPLETE,20,47,20,27,0
01961,019,ACQUISITION_UNBLOCKED,11,0,0,COMPLETE,0,11,0,11,0
01965,019,ACQUISITION_UNBLOCKED,9,0,0,COMPLETE,1,9,1,8,0
01966,019,ACQUISITION_UNBLOCKED,5,0,0,COMPLETE,1,5,1,4,0
01969,019,ACQUISITION_UNBLOCKED,10,0,0,COMPLETE,4,10,4,6,0
01970,019,ACQUISITION_UNBLOCKED,48,0,0,COMPLETE,20,48,20,28,0
01971,019,ACQUISITION_UNBLOCKED,11,0,0,COMPLETE,0,11,0,11,0
01982,019,ACQUISITION_UNBLOCKED,11,0,0,COMPLETE,4,11,4,7,0
01983,019,ACQUISITION_UNBLOCKED,14,0,0,COMPLETE,7,14,7,7,0
01984,019,ACQUISITION_UNBLOCKED,15,0,0,COMPLETE,4,15,4,11,0
01985,019,ACQUISITION_UNBLOCKED,11,0,0,COMPLETE,3,11,3,8,0
06226,062,ACQUISITION_UNBLOCKED,94,0,0,COMPLETE,76,94,76,18,0
06231,062,ACQUISITION_UNBLOCKED,46,0,0,COMPLETE,33,46,33,13,0
06232,062,ACQUISITION_UNBLOCKED,56,0,0,COMPLETE,52,56,52,4,0
06234,062,ACQUISITION_UNBLOCKED,40,0,0,COMPLETE,37,41,37,4,0
06235,062,ACQUISITION_UNBLOCKED,44,0,0,COMPLETE,34,44,34,10,0
06237,062,ACQUISITION_UNBLOCKED,67,0,0,COMPLETE,56,68,56,12,0
06238,062,ACQUISITION_UNBLOCKED,64,0,0,COMPLETE,61,76,61,15,0
06239,062,ACQUISITION_UNBLOCKED,52,0,0,COMPLETE,48,53,47,6,1
06241,062,ACQUISITION_UNBLOCKED,55,0,0,COMPLETE,51,56,51,5,0
06242,062,ACQUISITION_UNBLOCKED,37,0,0,COMPLETE,54,56,54,2,0
06243,062,ACQUISITION_UNBLOCKED,34,0,0,COMPLETE,30,34,30,4,0
06247,062,ACQUISITION_UNBLOCKED,33,0,0,COMPLETE,33,36,33,3,0
06248,062,ACQUISITION_UNBLOCKED,51,0,0,COMPLETE,47,51,47,4,0
06249,062,ACQUISITION_UNBLOCKED,31,0,0,COMPLETE,37,35,33,2,4
06250,062,ACQUISITION_UNBLOCKED,90,0,0,COMPLETE,71,93,71,22,0
06254,062,ACQUISITION_UNBLOCKED,49,0,0,COMPLETE,43,49,40,9,3
06255,062,ACQUISITION_UNBLOCKED,48,0,0,COMPLETE,42,49,41,8,1
06256,062,ACQUISITION_UNBLOCKED,72,0,0,COMPLETE,43,72,43,29,0
06258,062,ACQUISITION_UNBLOCKED,60,0,0,COMPLETE,27,60,27,33,0
06259,062,ACQUISITION_UNBLOCKED,50,0,0,COMPLETE,52,53,52,1,0
06260,062,ACQUISITION_UNBLOCKED,62,0,0,COMPLETE,56,63,56,7,0
06262,062,ACQUISITION_UNBLOCKED,36,0,0,COMPLETE,30,36,30,6,0
06263,062,ACQUISITION_UNBLOCKED,66,0,0,COMPLETE,27,66,27,39,0
06264,062,ACQUISITION_UNBLOCKED,36,0,0,COMPLETE,31,36,31,5,0
06266,062,ACQUISITION_UNBLOCKED,51,0,0,COMPLETE,32,51,32,19,0
06268,062,ACQUISITION_UNBLOCKED,74,0,0,COMPLETE,68,75,68,7,0
06269,062,ACQUISITION_UNBLOCKED,76,0,0,COMPLETE,38,76,38,38,0
06277,062,ACQUISITION_UNBLOCKED,44,0,0,COMPLETE,42,44,42,2,0
06278,062,ACQUISITION_UNBLOCKED,39,0,0,COMPLETE,58,60,58,2,0
06279,062,ACQUISITION_UNBLOCKED,79,0,0,COMPLETE,73,79,73,6,0
06280,062,ACQUISITION_UNBLOCKED,65,0,0,COMPLETE,40,67,40,27,0
06281,062,ACQUISITION_UNBLOCKED,36,0,0,COMPLETE,54,55,54,1,0
06282,062,ACQUISITION_UNBLOCKED,60,0,0,COMPLETE,47,60,47,13,0
06320,063,ACQUISITION_UNBLOCKED,96,0,0,COMPLETE,65,96,65,31,0
06330,063,ACQUISITION_UNBLOCKED,56,0,0,COMPLETE,36,57,36,21,0
06331,063,ACQUISITION_UNBLOCKED,41,0,0,COMPLETE,39,41,39,2,0
06332,063,ACQUISITION_UNBLOCKED,65,0,0,COMPLETE,39,65,39,26,0
06333,063,ACQUISITION_UNBLOCKED,58,0,0,COMPLETE,54,63,54,9,0
06334,063,ACQUISITION_UNBLOCKED,62,0,0,COMPLETE,37,62,37,25,0
06335,063,ACQUISITION_UNBLOCKED,54,0,0,COMPLETE,33,54,33,21,0
06336,063,ACQUISITION_UNBLOCKED,41,0,0,COMPLETE,31,41,31,10,0
06338,063,ACQUISITION_UNBLOCKED,46,0,0,COMPLETE,31,46,31,15,0
06339,063,ACQUISITION_UNBLOCKED,39,0,0,COMPLETE,39,41,39,2,0
06340,063,ACQUISITION_UNBLOCKED,96,0,0,COMPLETE,78,99,78,21,0
06350,063,ACQUISITION_UNBLOCKED,43,0,0,COMPLETE,27,43,27,16,0
06351,063,ACQUISITION_UNBLOCKED,56,0,0,COMPLETE,66,67,66,1,0
06353,063,ACQUISITION_UNBLOCKED,68,0,0,COMPLETE,29,68,29,39,0
06354,063,ACQUISITION_UNBLOCKED,64,0,0,COMPLETE,50,65,50,15,0
06355,063,ACQUISITION_UNBLOCKED,70,0,0,COMPLETE,60,70,60,10,0
06357,063,ACQUISITION_UNBLOCKED,68,0,0,COMPLETE,51,68,51,17,0
06359,063,ACQUISITION_UNBLOCKED,56,0,0,COMPLETE,55,59,55,4,0
06360,063,ACQUISITION_UNBLOCKED,92,0,0,COMPLETE,86,96,86,10,0
06365,063,ACQUISITION_UNBLOCKED,57,0,0,COMPLETE,54,63,54,9,0
06370,063,ACQUISITION_UNBLOCKED,44,0,0,COMPLETE,39,44,39,5,0
06371,063,ACQUISITION_UNBLOCKED,57,0,0,COMPLETE,53,59,52,7,1
06373,063,ACQUISITION_UNBLOCKED,36,0,0,COMPLETE,28,36,28,8,0
06374,063,ACQUISITION_UNBLOCKED,62,0,0,COMPLETE,52,64,52,12,0
06375,063,ACQUISITION_UNBLOCKED,84,0,0,COMPLETE,39,84,39,45,0
06376,063,ACQUISITION_UNBLOCKED,49,0,0,COMPLETE,27,49,27,22,0
06377,063,ACQUISITION_UNBLOCKED,47,0,0,COMPLETE,31,47,31,16,0
06378,063,ACQUISITION_UNBLOCKED,62,0,0,COMPLETE,45,63,45,18,0
06379,063,ACQUISITION_UNBLOCKED,55,0,0,COMPLETE,47,55,47,8,0
06380,063,ACQUISITION_UNBLOCKED,76,0,0,COMPLETE,34,76,34,42,0
06382,063,ACQUISITION_UNBLOCKED,64,0,0,COMPLETE,53,64,53,11,0
06384,063,ACQUISITION_UNBLOCKED,44,0,0,COMPLETE,36,44,36,8,0
06385,063,ACQUISITION_UNBLOCKED,87,0,0,COMPLETE,61,92,61,31,0
06387,063,ACQUISITION_UNBLOCKED,58,0,0,COMPLETE,30,58,30,28,0
06389,063,ACQUISITION_UNBLOCKED,77,0,0,COMPLETE,41,77,41,36,0
06390,063,ACQUISITION_UNBLOCKED,0,0,0,COMPLETE,7,0,0,0,7
52003,520,ACQUISITION_UNBLOCKED,0,0,0,COMPLETE,1,0,0,0,1
52068,520,ACQUISITION_UNBLOCKED,2,0,0,COMPLETE,2,2,2,0,0
